ok	lemma	pos	rank	current	suggested	note
y	director	sustantivo	335	Persona que dirige una organización o grupo.	Persona que dirige una organización o grupo.	agent ok
y	afirmar	verbo	336	Decir que algo es cierto o verdadero.	Decir que algo es cierto o verdadero.	agent ok
y	español	adjetivo	337	De este país o relacionado con este país.	Del país europeo donde se habla castellano.	agent fix: 'Este país' names no country.
y	carrera	sustantivo	338	Competición en la que varios participantes corren para ganar.	Competición en la que varios participantes corren para ganar.	agent ok
y	ninguno	determinante	339	Ni uno solo de un grupo o conjunto determinado.	Ni uno solo de un grupo o conjunto determinado.	agent ok
y	entonces	adverbio	340	En el momento o en la situación que se indica.	En el momento o en la situación que se indica.	agent ok
y	pueblo	sustantivo	342	Grupo de personas que viven en un lugar y comparten cultura.	Lugar con pocas casas y habitantes, más pequeño que una ciudad.	agent fix: News sense (people/nation); basic sense is town/village.
y	único	adjetivo	343	Que es el solo en su clase o especie.	Que no tiene otro igual en su clase.	agent fix: 'Es el solo' is unnatural Spanish.
y	lado	sustantivo	345	Cada una de las partes de algo.	Cada una de las partes de algo.	agent ok
y	deuda	sustantivo	347	Cantidad de dinero que una persona debe a otra.	Cantidad de dinero que una persona debe a otra.	agent ok
y	todavía	adverbio	348	Indica que algo continúa en el momento presente.	Indica que algo continúa en el momento presente.	agent ok
y	largo	adjetivo	351	Que tiene gran extensión de un extremo a otro.	Que tiene gran extensión de un extremo a otro.	agent ok
y	informar	verbo	352	Dar datos o noticias sobre algo a alguien.	Dar datos o noticias sobre algo a alguien.	agent ok
y	sector	sustantivo	354	Parte de un todo con actividad propia.	Parte de un todo con actividad propia.	agent ok
y	tal	determinante	355	Se usa para señalar algo concreto.	Indica algo de la clase o del modo que se ha dicho.	agent fix: Too vague: 'señalar algo concreto' fits este/ese.
y	ahí	adverbio	356	En ese lugar no muy lejos.	En ese lugar no muy lejos.	agent ok
y	gracias	sustantivo	357	Expresión de reconocimiento por un favor.	Expresión de reconocimiento por un favor.	agent ok
y	total	adjetivo	358	Que incluye todas las partes.	Que incluye todas las partes.	agent ok
y	futuro	sustantivo	359	Tiempo que viene después del presente.	Tiempo que viene después del presente.	agent ok
y	pesar	verbo	361	Sentir pena por algo ocurrido.	Tener cierta cantidad de kilos o ver cuántos kilos tiene algo.	agent fix: Gave the rare 'grieve' sense; basic sense is 'weigh'.
y	anterior	adjetivo	362	Que está antes en el tiempo.	Que está antes en el tiempo.	agent ok
y	tu	determinante	363	Que pertenece a la persona con quien se habla.	Que pertenece a la persona con quien se habla.	agent ok
y	medida	sustantivo	364	Cantidad que sirve para comparar.	Número que dice el tamaño, el largo o el peso de algo.	agent fix: Too vague ('cantidad que sirve para comparar').
y	junio	sustantivo	367	Sexto mes del año.	Sexto mes del año.	agent ok
y	realidad	sustantivo	370	Lo que existe de verdad.	Lo que existe de verdad.	agent ok
y	economía	sustantivo	371	Actividad de producir y usar bienes.	Actividad de producir y usar bienes.	agent ok
y	jefe	sustantivo	372	Persona que manda a otras.	Persona que manda a otras.	agent ok
y	violencia	sustantivo	373	Uso de fuerza para hacer daño.	Uso de fuerza para hacer daño.	agent ok
y	compañía	sustantivo	374	Empresa que vende productos o servicios.	Hecho de estar junto a otra persona.	agent fix: News sense (empresa); basic sense is company/being with someone.
y	ciudadano	sustantivo	376	Persona que pertenece a un país.	Persona que pertenece a un país.	agent ok
y	mal	adverbio	378	De forma mala o negativa.	De manera que no es correcta ni buena.	agent fix: Uses family word 'mala' (malo).
y	verdad	sustantivo	379	Lo que es cierto y real.	Lo que es cierto y real.	agent ok
y	principal	adjetivo	381	Que destaca sobre los demás.	Que destaca sobre los demás.	agent ok
y	relación	sustantivo	382	Vínculo o conexión entre personas o cosas.	Vínculo o conexión entre personas o cosas.	agent ok
y	guerra	sustantivo	383	Conflicto armado entre países o grupos.	Conflicto armado entre países o grupos.	agent ok
y	miembro	sustantivo	385	Persona que forma parte de un grupo.	Persona que forma parte de un grupo.	agent ok
y	población	sustantivo	386	Conjunto de personas que viven en un lugar.	Conjunto de personas que viven en un lugar.	agent ok
y	dato	sustantivo	387	Información o detalle sobre algo.	Información o detalle sobre algo.	agent ok
y	tarde	sustantivo	388	Periodo de tiempo entre mediodía y noche.	Periodo de tiempo entre mediodía y noche.	agent ok
y	ocho	numeral	390	Número que sigue al siete.	Número que sigue al siete.	agent ok
y	febrero	sustantivo	391	Segundo mes del año.	Segundo mes del año.	agent ok
y	difícil	adjetivo	392	Que cuesta mucho trabajo o esfuerzo.	Que cuesta mucho trabajo o esfuerzo.	agent ok
y	ayuda	sustantivo	393	Acción de dar algo a quien lo necesita.	Acción de dar algo a quien lo necesita.	agent ok
y	diciembre	sustantivo	394	Último mes del año, con treinta y uno días.	Último mes del año, con treinta y un días.	agent fix: Ungrammatical 'treinta y uno días'.
y	nosotros	pronombre	395	Palabra que se refiere a quien habla y otros.	Señala a quien habla junto con otras personas.	agent fix: Starts with 'Palabra que'.
y	local	adjetivo	396	Que pertenece al lugar donde se encuentra.	Que pertenece al lugar donde se encuentra.	agent ok
y	jugador	sustantivo	398	Persona que participa en un juego o deporte.	Persona que participa en un juego o deporte.	agent ok
y	ganar	verbo	399	Obtener victoria en una competición o juego.	Obtener victoria en una competición o juego.	agent ok
y	idea	sustantivo	400	Pensamiento que surge en la mente.	Pensamiento que surge en la mente.	agent ok
y	precio	sustantivo	401	Cantidad de dinero que vale algo.	Cantidad de dinero que vale algo.	agent ok
y	sociedad	sustantivo	402	Grupo de personas que viven juntas.	Grupo de personas que viven juntas.	agent ok
y	noviembre	sustantivo	403	Mes del año con treinta días.	Mes del año que va entre octubre y diciembre.	agent fix: Too vague: 'mes con treinta días' fits four months.
y	actual	adjetivo	405	Que existe o sucede en este momento.	Que existe o sucede en este momento.	agent ok
y	saber	verbo	407	Tener información o conocimiento de algo.	Tener información o conocimiento de algo.	agent ok
y	abril	sustantivo	408	Cuarto mes del año, después de marzo.	Cuarto mes del año, después de marzo.	agent ok
y	serie	sustantivo	410	Conjunto de cosas que siguen un orden.	Conjunto de cosas que siguen un orden.	agent ok
y	siete	numeral	411	Número que sigue al seis y va antes del ocho.	Número que sigue al seis y va antes del ocho.	agent ok
y	añadir	verbo	415	Poner algo más a lo que ya existe.	Poner algo más a lo que ya existe.	agent ok
y	hijo	sustantivo	418	Persona o animal respecto a sus padres.	Persona o animal respecto a sus padres.	agent ok
y	allí	adverbio	419	En aquel lugar, lejos de quien habla.	En aquel lugar, lejos de quien habla.	agent ok
y	internacional	adjetivo	422	Que afecta a varios países.	Que afecta a varios países.	agent ok
y	acción	sustantivo	423	Movimiento o gesto que realiza alguien.	Lo que hace una persona, o el hecho de hacerlo.	agent fix: 'Movimiento o gesto' is too narrow.
y	tampoco	adverbio	424	Indica que algo se suma a una falta.	Se usa para negar algo después de haber negado otra cosa.	agent fix: 'Se suma a una falta' is unclear.
y	tema	sustantivo	425	Asunto principal de una conversación o escrito.	Asunto principal de una conversación o escrito.	agent ok
y	peso	sustantivo	427	Cantidad que indica lo que pesa algo.	Cantidad de kilos o gramos que tiene algo.	agent fix: Uses family word 'pesa' (pesar).
y	propio	adjetivo	430	Que pertenece a uno mismo y no a otro.	Que pertenece a uno mismo y no a otro.	agent ok
y	salir	verbo	432	Ir de un lugar hacia otro exterior.	Pasar de dentro de un lugar a fuera de él.	agent fix: 'Hacia otro exterior' is unnatural.
y	riesgo	sustantivo	433	Posibilidad de que ocurra algo malo.	Posibilidad de que ocurra algo malo.	agent ok
y	político	adjetivo	435	Que tiene que ver con el gobierno y la organización de un país.	Que tiene que ver con el gobierno de un país.	agent fix: 13 words, over the 12-word limit.
y	padre	sustantivo	436	Hombre que tiene uno o más hijos.	Hombre que tiene uno o más hijos.	agent ok
y	obra	sustantivo	438	Trabajo artístico o de creación hecho por alguien.	Trabajo artístico o de creación hecho por alguien.	agent ok
y	temporada	sustantivo	439	Periodo de tiempo con actividad concreta.	Periodo de tiempo con actividad concreta.	agent ok
y	imagen	sustantivo	441	Representación que se ve de algo o alguien.	Representación que se ve de algo o alguien.	agent ok
y	edad	sustantivo	442	Años que una persona tiene.	Años que una persona tiene.	agent ok
y	cargo	sustantivo	443	Puesto de responsabilidad en una organización.	Puesto de responsabilidad en una organización.	agent ok
y	diario	sustantivo	446	Publicación con noticias cada día.	Publicación con noticias cada día.	agent ok
y	plan	sustantivo	447	Proyecto con pasos para conseguir algo.	Proyecto con pasos para conseguir algo.	agent ok
y	base	sustantivo	449	Parte inferior que sostiene algo.	Parte inferior que sostiene algo.	agent ok
y	madre	sustantivo	451	Mujer que tiene uno o más hijos.	Mujer que tiene uno o más hijos.	agent ok
y	alguien	pronombre	453	Persona sin identificar.	Persona sin identificar.	agent ok
y	poner	verbo	454	Colocar algo en un lugar determinado.	Colocar algo en un lugar determinado.	agent ok
y	usuario	sustantivo	455	Persona que usa un servicio o sistema.	Persona que usa un servicio o sistema.	agent ok
y	evitar	verbo	456	Impedir que suceda algo malo.	Impedir que suceda algo malo.	agent ok
y	dejar	verbo	457	Permitir que algo ocurra o se haga.	Permitir que algo ocurra o se haga.	agent ok
y	red	sustantivo	459	Conjunto de cables que forman una estructura.	Conjunto de personas, lugares o aparatos que están en contacto entre sí.	agent fix: 'Conjunto de cables' is wrong and too narrow.
y	investigación	sustantivo	460	Estudio detallado para descubrir hechos.	Estudio detallado para descubrir hechos.	agent ok
y	conocer	verbo	461	Saber cómo es alguien o algo.	Saber cómo es alguien o algo.	agent ok
y	reunión	sustantivo	462	Encuentro de varias personas para tratar algo.	Encuentro de varias personas para tratar algo.	agent ok
y	camino	sustantivo	464	Vía por donde se anda de un lugar a otro.	Vía por donde se anda de un lugar a otro.	agent ok
y	martes	sustantivo	465	Día de la semana entre lunes y miércoles.	Día de la semana entre lunes y miércoles.	agent ok
y	calle	sustantivo	466	Vía en ciudad para tránsito de personas y vehículos.	Vía en ciudad para tránsito de personas y vehículos.	agent ok
y	mundial	adjetivo	468	Que afecta a todo el mundo.	Que afecta a todo el mundo.	agent ok
y	hablar	verbo	469	Expresar ideas con palabras de forma oral.	Decir palabras con la voz.	agent ok
y	uso	sustantivo	471	Acción de usar algo para un fin concreto.	Acción de hacer que algo sirva para un fin.	agent fix: Uses family word 'usar'.
y	mano	sustantivo	472	Parte del cuerpo humano con dedos.	Parte del cuerpo al final del brazo, con cinco dedos.	agent fix: Too vague: feet have 'dedos' too.
y	septiembre	sustantivo	473	Noveno mes del año con treinta días.	Noveno mes del año con treinta días.	agent ok
y	control	sustantivo	474	Poder para dirigir o verificar algo.	Poder para dirigir o verificar algo.	agent ok
y	condición	sustantivo	476	Estado o situación en que se encuentra algo.	Estado o situación en que se encuentra algo.	agent ok
y	desarrollo	sustantivo	478	Proceso de crecer o mejorar algo poco a poco.	Proceso de crecer o mejorar algo poco a poco.	agent ok
y	región	sustantivo	479	Zona con características propias.	Zona con características propias.	agent ok
y	música	sustantivo	480	Sonido organizado que produce placer al oído.	Sonido organizado que produce placer al oído.	agent ok
y	salud	sustantivo	482	Estado de completo bienestar físico y mental.	Estado de completo bienestar físico y mental.	agent ok
y	kilómetro	sustantivo	484	Medida igual a mil metros.	Medida igual a mil metros.	agent ok
y	juicio	sustantivo	485	Proceso ante juez para resolver conflicto legal.	Proceso ante juez para resolver conflicto legal.	agent ok
y	alto	adjetivo	486	Que tiene gran altura.	Que tiene gran altura.	agent ok
y	oficial	adjetivo	488	De autoridad pública o su cargo.	De autoridad pública o su cargo.	agent ok
y	cabeza	sustantivo	489	Parte superior del cuerpo que contiene cerebro.	Parte superior del cuerpo donde están el cerebro y la cara.	agent fix: Missing article: 'contiene cerebro'.
y	económico	adjetivo	491	De la economía o del dinero.	De la economía o del dinero.	agent ok [family flag: economia]
y	metro	sustantivo	493	Unidad igual a cien centímetros.	Unidad igual a cien centímetros.	agent ok
y	régimen	sustantivo	496	Sistema de reglas que organiza una sociedad o grupo.	Sistema de reglas que organiza una sociedad o grupo.	agent ok
y	modelo	sustantivo	497	Ejemplo que sirve para hacer algo igual.	Ejemplo que sirve para hacer algo igual.	agent ok
y	crecimiento	sustantivo	498	Aumento de tamaño o cantidad en algo vivo o económico.	Aumento de tamaño o cantidad en algo vivo o económico.	agent ok
y	calidad	sustantivo	499	Característica que hace algo bueno o malo.	Característica que hace algo bueno o malo.	agent ok
y	defensa	sustantivo	500	Acción de proteger algo o alguien de un ataque.	Acción de proteger algo o alguien de un ataque.	agent ok
y	apenas	adverbio	501	Indica que algo ocurre con muy poca cantidad o intensidad.	Indica que algo ocurre con muy poca cantidad o intensidad.	agent ok
y	víctima	sustantivo	502	Persona que sufre daño o muerte por un suceso.	Persona que sufre daño o muerte por un suceso.	agent ok
y	resultado	sustantivo	503	Efecto o consecuencia final de una acción o proceso.	Efecto o consecuencia final de una acción o proceso.	agent ok
